iter	Passed	Remaining
1665	141419	28351
1666	141501	28266
1667	141579	28180
1668	141668	28095
1669	141749	28010
1670	141831	27924
1671	141912	27839
1672	141991	27753
1673	142070	27667
1674	142163	27584
1675	142245	27498
1676	142320	27411
1677	142408	27327
1678	142487	27241
1679	142561	27154
1680	142638	27068
1681	142707	26980
1682	142784	26894
1683	142860	26807
1684	142940	26721
1685	143018	26635
1686	143111	26552
1687	143184	26465
1688	143258	26378
1689	143344	26293
1690	143427	26208
1691	143510	26123
1692	143588	26037
1693	143657	25949
1694	143740	25864
1695	143819	25778
1696	143895	25692
1697	143976	25607
1698	144059	25522
1699	144137	25436
1700	144210	25349
1701	144284	25262
1702	144360	25176
1703	144436	25089
1704	144521	25005
1705	144596	24918
1706	144677	24833
1707	144752	24746
1708	144828	24660
1709	144904	24574
1710	144977	24487
1711	145060	24402
1712	145142	24317
1713	145230	24233
1714	145309	24147
1715	145381	24060
1716	145456	23974
1717	145535	23888
1718	145607	23801
1719	145684	23716
1720	145761	23630
1721	145844	23545
1722	145918	23458
1723	145995	23372
1724	146085	23288
1725	146162	23203
1726	146237	23116
1727	146317	23031
1728	146395	22945
1729	146464	22858
1730	146542	22772
1731	146625	22687
1732	146697	22601
1733	146770	22514
1734	146846	22429
1735	146920	22342
1736	147005	22258
1737	147089	22173
1738	147168	22087
1739	147242	22001
1740	147327	21917
1741	147397	21830
1742	147472	21744
1743	147552	21659
1744	147640	21574
1745	147718	21489
1746	147798	21404
1747	147886	21319
1748	147960	21233
1749	148053	21150
1750	148135	21065
1751	148209	20979
1752	148287	20893
1753	148369	20808
1754	148449	20723
1755	148525	20637
1756	148604	20552
1757	148675	20466
1758	148746	20379
1759	148816	20293
1760	148898	20208
1761	148978	20123
1762	149062	20038
1763	149134	19952
1764	149207	19866
1765	149284	19780
1766	149361	19695
1767	149446	19610
1768	149522	19525
1769	149614	19441
1770	149689	19355
1771	149773	19271
1772	149856	19186
1773	149933	19100
1774	150014	19015
1775	150093	18930
1776	150176	18845
1777	150252	18760
1778	150327	18674
1779	150407	18589
1780	150488	18504
1781	150562	18418
1782	150634	18332
1783	150712	18247
1784	150795	18162
1785	150876	18078
1786	150951	17992
1787	151035	17908
1788	151121	17823
1789	151203	17738
1790	151276	17653
1791	151351	17567
1792	151431	17482
1793	151513	17397
1794	151593	17312
1795	151670	17227
1796	151749	17142
1797	151825	17057
1798	151901	16971
1799	151977	16886
1800	152059	16801
1801	152130	16715
1802	152205	16630
1803	152280	16544
1804	152359	16459
1805	152438	16374
1806	152519	16290
1807	152595	16204
1808	152676	16120
1809	152758	16035
1810	152834	15950
1811	152912	15865
1812	152999	15781
1813	153074	15695
1814	153148	15610
1815	153225	15525
1816	153303	15440
1817	153382	15355
1818	153466	15270
1819	153547	15186
1820	153626	15101
1821	153710	15016
1822	153789	14931
1823	153862	14846
1824	153947	14762
1825	154027	14677
1826	154100	14591
1827	154177	14506
1828	154260	14422
1829	154332	14336
1830	154406	14251
1831	154498	14167
1832	154585	14083
1833	154672	13999
1834	154756	13915
1835	154847	13831
1836	154942	13748
1837	155025	13663
1838	155115	13579
1839	155198	13495
1840	155278	13410
1841	155364	13326
1842	155459	13243
1843	155558	13160
1844	155643	13075
1845	155725	12991
1846	155804	12906
1847	155891	12822
1848	155989	12739
1849	156068	12654
1850	156159	12570
1851	156257	12487
1852	156343	12402
1853	156430	12318
1854	156517	12234
1855	156610	12150
1856	156696	12066
1857	156788	11982
1858	156885	11899
1859	156984	11816
1860	157079	11732
1861	157173	11648
1862	157262	11564
1863	157354	11480
1864	157450	11397
1865	157545	11313
1866	157633	11229
1867	157721	11145
1868	157829	11062
1869	157913	10977
1870	157997	10893
1871	158096	10810
1872	158192	10726
1873	158287	10642
1874	158381	10558
1875	158469	10474
1876	158586	10392
1877	158680	10308
1878	158765	10223
1879	158842	10138
1880	158946	10055
1881	159037	9971
1882	159129	9887
1883	159221	9803
1884	159309	9719
1885	159403	9635
1886	159500	9551
1887	159589	9467
1888	159670	9382
1889	159758	9298
1890	159849	9213
1891	159944	9130
1892	160036	9045
1893	160126	8961
1894	160212	8877
1895	160309	8793
1896	160401	8709
1897	160500	8625
1898	160597	8541
1899	160692	8457
1900	160772	8372
1901	160861	8288
1902	160946	8203
1903	161033	8119
1904	161120	8034
1905	161204	7950
1906	161301	7866
1907	161385	7781
1908	161466	7696
1909	161554	7612
1910	161645	7528
1911	161734	7443
1912	161828	7359
1913	161919	7275
1914	162013	7191
1915	162111	7107
1916	162203	7022
1917	162296	6938
1918	162382	6854
1919	162469	6769
1920	162564	6685
1921	162650	6600
1922	162740	6516
1923	162831	6432
1924	162916	6347
1925	163011	6263
1926	163103	6178
1927	163201	6094
1928	163297	6010
1929	163384	5925
1930	163475	5841
1931	163561	5756
1932	163653	5672
1933	163749	5588
1934	163844	5503
1935	163938	5419
1936	164029	5334
1937	164121	5250
1938	164204	5165
1939	164290	5081
1940	164381	4996
1941	164463	4911
1942	164560	4827
1943	164644	4742
1944	164733	4658
1945	164836	4574
1946	164931	4489
1947	165021	4405
1948	165116	4320
1949	165207	4236
1950	165298	4151
1951	165386	4066
1952	165474	3982
1953	165570	3897
1954	165667	3813
1955	165752	3728
1956	165847	3644
1957	165922	3559
1958	166025	3474
1959	166106	3389
1960	166185	3305
1961	166269	3220
1962	166355	3135
1963	166449	3051
1964	166539	2966
1965	166617	2881
1966	166706	2796
1967	166808	2712
1968	166907	2627
1969	166988	2542
1970	167077	2458
1971	167167	2373
1972	167263	2288
1973	167350	2204
1974	167435	2119
1975	167522	2034
1976	167606	1949
1977	167702	1865
1978	167789	1780
1979	167866	1695
1980	167954	1610
1981	168043	1526
1982	168131	1441
1983	168222	1356
1984	168314	1271
1985	168413	1187
1986	168500	1102
1987	168592	1017
1988	168680	932
1989	168770	848
1990	168863	763
1991	168953	678
1992	169042	593
1993	169115	508
1994	169203	424
1995	169284	339
1996	169368	254
1997	169468	169
1998	169553	84
1999	169644	0
